Time,date,Year,Delma,RasGhanada,Saadiyat,AlAqah,Dibba,month,season,yearday
1997DEC15,15/12/97,1997,0.159,0.269,0.2,0.098,0.104,DEC,winter,349
1997DEC16,16/12/97,1997,0.109,0.157,0.141,0.035,0.051,DEC,winter,350
1997DEC17,17/12/97,1997,0.036,0.101,0.088,0.142,0.144,DEC,winter,351
1997DEC18,18/12/97,1997,0.067,0.095,0.07,0.05,0.043,DEC,winter,352
1997DEC19,19/12/97,1997,0.084,0.136,0.086,0.05,0.038,DEC,winter,353
1997DEC20,20/12/97,1997,0.066,0.047,0.038,0.032,0.053,DEC,winter,354
1997DEC21,21/12/97,1997,0.024,0.058,0.032,0.121,0.138,DEC,winter,355
1997DEC22,22/12/97,1997,0.173,0.259,0.189,0.071,0.056,DEC,winter,356
1997DEC23,23/12/97,1997,0.087,0.17,0.135,0.077,0.089,DEC,winter,357
1997DEC24,24/12/97,1997,0.057,0.136,0.098,0.148,0.159,DEC,winter,358
1997DEC25,25/12/97,1997,0.047,0.113,0.082,0.072,0.09,DEC,winter,359
1997DEC26,26/12/97,1997,0.052,0.035,0.029,0.074,0.074,DEC,winter,360
1997DEC27,27/12/97,1997,0.079,0.094,0.08,0.089,0.091,DEC,winter,361
1997DEC28,28/12/97,1997,0.138,0.218,0.163,0.106,0.118,DEC,winter,362
1997DEC29,29/12/97,1997,0.058,0.027,0.029,0.27,0.277,DEC,winter,363
1997DEC30,30/12/97,1997,0.083,0.136,0.047,0.192,0.201,DEC,winter,364
1997DEC31,31/12/97,1997,0.091,0.04,0.042,0.021,0.045,DEC,winter,365
1998JAN01,1/1/98,1998,0.073,0.069,0.018,0.145,0.179,JAN,winter,1
1998JAN02,2/1/98,1998,0.112,0.09,0.039,0.208,0.219,JAN,winter,2
1998JAN03,3/1/98,1998,0.057,0.009,0.052,0.136,0.146,JAN,winter,3
1998JAN04,4/1/98,1998,0.11,0.097,0.086,0.184,0.199,JAN,winter,4
1998JAN05,5/1/98,1998,0.082,0.044,0.019,0.237,0.25,JAN,winter,5
1998JAN06,6/1/98,1998,0.001,0.081,0.019,0.193,0.208,JAN,winter,6
1998JAN07,7/1/98,1998,0.179,0.297,0.216,0.029,0.04,JAN,winter,7
1998JAN08,8/1/98,1998,0.194,0.313,0.223,0.193,0.211,JAN,winter,8
1998JAN09,9/1/98,1998,0.111,0.187,0.142,0.206,0.207,JAN,winter,9
1998JAN10,10/1/98,1998,0.171,0.212,0.143,0.062,0.066,JAN,winter,10
1998JAN11,11/1/98,1998,0.107,0.08,0.075,0.054,0.073,JAN,winter,11
1998JAN12,12/1/98,1998,0.069,0.041,0.006,0.121,0.142,JAN,winter,12
1998JAN13,13/1/98,1998,0.04,0.141,0.078,0.127,0.131,JAN,winter,13
1998JAN14,14/1/98,1998,0.237,0.266,0.187,0.151,0.137,JAN,winter,14
1998JAN15,15/1/98,1998,0.165,0.265,0.21,0.109,0.139,JAN,winter,15
1998JAN16,16/1/98,1998,0.192,0.315,0.269,0.124,0.126,JAN,winter,16
1998JAN17,17/1/98,1998,0.178,0.323,0.236,0.06,0.066,JAN,winter,17
1998JAN18,18/1/98,1998,0.068,0.157,0.108,0.062,0.1,JAN,winter,18
1998JAN19,19/1/98,1998,0.014,0.042,0.042,0.086,0.111,JAN,winter,19
1998JAN20,20/1/98,1998,0.019,0.069,0.041,0.02,0.049,JAN,winter,20
1998JAN21,21/1/98,1998,0.056,0.126,0.065,0.144,0.177,JAN,winter,21
1998JAN22,22/1/98,1998,0.183,0.215,0.19,0.046,0.08,JAN,winter,22
1998JAN23,23/1/98,1998,0.165,0.221,0.189,0.137,0.173,JAN,winter,23
1998JAN24,24/1/98,1998,0.023,0.091,0.104,0.208,0.241,JAN,winter,24
1998JAN25,25/1/98,1998,0.039,0.013,0.026,0.187,0.227,JAN,winter,25
1998JAN26,26/1/98,1998,0.106,0.209,0.177,0.25,0.275,JAN,winter,26
1998JAN27,27/1/98,1998,0.026,0.124,0.042,0.236,0.234,JAN,winter,27
1998JAN28,28/1/98,1998,0.093,0.026,0.042,0.167,0.149,JAN,winter,28
1998JAN29,29/1/98,1998,0.064,0.074,0.039,0.342,0.333,JAN,winter,29
1998JAN30,30/1/98,1998,0.091,0.059,0.077,0.299,0.304,JAN,winter,30
1998JAN31,31/1/98,1998,0.05,0.061,0.071,0.195,0.204,JAN,winter,31
1998FEB01,1/2/98,1998,0.025,0.033,0.026,0.255,0.233,FEB,winter,32
1998FEB02,2/2/98,1998,0.051,0.092,0.057,0.235,0.212,FEB,winter,33
1998FEB03,3/2/98,1998,0.057,0.053,0.038,0.171,0.157,FEB,winter,34
1998FEB04,4/2/98,1998,0.024,0.039,0.02,0.206,0.182,FEB,winter,35
1998FEB05,5/2/98,1998,0.064,0.146,0.079,0.13,0.119,FEB,winter,36
1998FEB06,6/2/98,1998,0.037,0.149,0.036,0.086,0.084,FEB,winter,37
1998FEB07,7/2/98,1998,0.047,0.182,0.026,0.073,0.065,FEB,winter,38
1998FEB08,8/2/98,1998,0.051,0.152,0.046,0.182,0.188,FEB,winter,39
1998FEB09,9/2/98,1998,0.081,0.093,0.012,0.155,0.16,FEB,winter,40
1998FEB10,10/2/98,1998,0.076,0.055,0.021,0.107,0.1,FEB,winter,41
1998FEB11,11/2/98,1998,0.062,0.116,0.042,0.08,0.061,FEB,winter,42
1998FEB12,12/2/98,1998,0.099,0.124,0.058,0.048,0.071,FEB,winter,43
1998FEB13,13/2/98,1998,0.197,0.331,0.256,0.04,0.038,FEB,winter,44
1998FEB14,14/2/98,1998,0.215,0.273,0.188,0.052,0.034,FEB,winter,45
1998FEB15,15/2/98,1998,0.13,0.098,0.062,0.189,0.233,FEB,winter,46
1998FEB16,16/2/98,1998,0.066,0.102,0.022,0.185,0.196,FEB,winter,47
1998FEB17,17/2/98,1998,0.177,0.291,0.218,0.042,0.029,FEB,winter,48
1998FEB18,18/2/98,1998,0.119,0.133,0.102,0.118,0.13,FEB,winter,49
1998FEB19,19/2/98,1998,0.086,0.082,0.055,0.155,0.158,FEB,winter,50
1998FEB20,20/2/98,1998,0.094,0.084,0.083,0.052,0.053,FEB,winter,51
1998FEB21,21/2/98,1998,0.047,0.087,0.037,0.152,0.157,FEB,winter,52
1998FEB22,22/2/98,1998,0.078,0.19,0.076,0.187,0.2,FEB,winter,53
1998FEB23,23/2/98,1998,0.199,0.254,0.213,0.011,0.025,FEB,winter,54
1998FEB24,24/2/98,1998,0.088,0.207,0.152,0.221,0.238,FEB,winter,55
1998FEB25,25/2/98,1998,0.026,0.197,0.115,0.034,0.02,FEB,winter,56
1998FEB26,26/2/98,1998,0.057,0.174,0.065,0.052,0.056,FEB,winter,57
1998FEB27,27/2/98,1998,0.131,0.091,0.151,0.131,0.121,FEB,winter,58
1998FEB28,28/2/98,1998,0.03,0.04,0.054,0.104,0.113,FEB,winter,59
1998MAR01,1/3/98,1998,0.097,0.218,0.093,0.169,0.165,MAR,spring,60
1998MAR02,2/3/98,1998,0.068,0.13,0.056,0.157,0.146,MAR,spring,61
1998MAR03,3/3/98,1998,0.099,0.088,0.125,0.112,0.109,MAR,spring,62
1998MAR04,4/3/98,1998,0.069,0.157,0.129,0.046,0.064,MAR,spring,63
1998MAR05,5/3/98,1998,0.112,0.187,0.158,0.147,0.151,MAR,spring,64
1998MAR06,6/3/98,1998,0.126,0.165,0.135,0.086,0.079,MAR,spring,65
1998MAR07,7/3/98,1998,0.064,0.007,0.023,0.139,0.116,MAR,spring,66
1998MAR08,8/3/98,1998,0.037,0.061,0.044,0.201,0.173,MAR,spring,67
1998MAR09,9/3/98,1998,0.05,0.036,0.043,0.185,0.137,MAR,spring,68
1998MAR10,10/3/98,1998,0.131,0.033,0.081,0.145,0.121,MAR,spring,69
1998MAR11,11/3/98,1998,0.171,0.349,0.267,0.093,0.096,MAR,spring,70
1998MAR12,12/3/98,1998,0.123,0.167,0.132,0.177,0.189,MAR,spring,71
1998MAR13,13/3/98,1998,0.106,0.1,0.099,0.119,0.105,MAR,spring,72
1998MAR14,14/3/98,1998,0.08,0.017,0.056,0.05,0.032,MAR,spring,73
1998MAR15,15/3/98,1998,0.054,0.151,0.039,0.135,0.158,MAR,spring,74
1998MAR16,16/3/98,1998,0.057,0.123,0.066,0.161,0.198,MAR,spring,75
1998MAR17,17/3/98,1998,0.08,0.155,0.076,0.13,0.159,MAR,spring,76
1998MAR18,18/3/98,1998,0.191,0.176,0.02,0.198,0.238,MAR,spring,77
1998MAR19,19/3/98,1998,0.293,0.034,0.062,0.219,0.251,MAR,spring,78
1998MAR20,20/3/98,1998,0.113,0.054,0.08,0.112,0.079,MAR,spring,79
1998MAR21,21/3/98,1998,0.023,0.184,0.159,0.132,0.172,MAR,spring,80
1998MAR22,22/3/98,1998,0.102,0.032,0.076,0.076,0.1,MAR,spring,81
1998MAR23,23/3/98,1998,0.143,0.166,0.128,0.091,0.128,MAR,spring,82
1998MAR24,24/3/98,1998,0.086,0.106,0.105,0.213,0.22,MAR,spring,83
1998MAR25,25/3/98,1998,0.051,0.023,0.06,0.281,0.262,MAR,spring,84
1998MAR26,26/3/98,1998,0.152,0.202,0.19,0.151,0.103,MAR,spring,85
1998MAR27,27/3/98,1998,0.08,0.183,0.147,0.201,0.183,MAR,spring,86
1998MAR28,28/3/98,1998,0.058,0.149,0.055,0.236,0.219,MAR,spring,87
1998MAR29,29/3/98,1998,0.063,0.141,0.06,0.271,0.239,MAR,spring,88
1998MAR30,30/3/98,1998,0.112,0.129,0.034,0.305,0.278,MAR,spring,89
1998MAR31,31/3/98,1998,0.074,0.193,0.13,0.189,0.138,MAR,spring,90
1998APR01,1/4/98,1998,0.079,0.059,0.062,0.27,0.228,APR,spring,91
1998APR02,2/4/98,1998,0.068,0.071,0.034,0.315,0.29,APR,spring,92
1998APR03,3/4/98,1998,0.068,0.045,0.046,0.192,0.145,APR,spring,93
1998APR04,4/4/98,1998,0.108,0.066,0.019,0.138,0.095,APR,spring,94
1998APR05,5/4/98,1998,0.109,0.074,0.032,0.156,0.13,APR,spring,95
1998APR06,6/4/98,1998,0.14,0.252,0.199,0.055,0.094,APR,spring,96
1998APR07,7/4/98,1998,0.094,0.263,0.168,0.057,0.049,APR,spring,97
1998APR08,8/4/98,1998,0.06,0.109,0.089,0.122,0.118,APR,spring,98
1998APR09,9/4/98,1998,0.08,0.145,0.094,0.106,0.086,APR,spring,99
1998APR10,10/4/98,1998,0.054,0.087,0.052,0.087,0.089,APR,spring,100
1998APR11,11/4/98,1998,0.025,0.055,0.044,0.092,0.056,APR,spring,101
1998APR12,12/4/98,1998,0.035,0.027,0.043,0.064,0.027,APR,spring,102
1998APR13,13/4/98,1998,0.026,0.024,0.043,0.118,0.07,APR,spring,103
1998APR14,14/4/98,1998,0.023,0.082,0.055,0.095,0.035,APR,spring,104
1998APR15,15/4/98,1998,0.063,0.087,0.067,0.028,0.081,APR,spring,105
1998APR16,16/4/98,1998,0.055,0.015,0.005,0.119,0.162,APR,spring,106
1998APR17,17/4/98,1998,0.038,0.073,0.035,0.173,0.174,APR,spring,107
1998APR18,18/4/98,1998,0.107,0.122,0.097,0.232,0.221,APR,spring,108
1998APR19,19/4/98,1998,0.087,0.116,0.08,0.207,0.194,APR,spring,109
1998APR20,20/4/98,1998,0.089,0.043,0.036,0.123,0.089,APR,spring,110
1998APR21,21/4/98,1998,0.042,0.132,0.094,0.234,0.197,APR,spring,111
1998APR22,22/4/98,1998,0.032,0.076,0.055,0.148,0.109,APR,spring,112
1998APR23,23/4/98,1998,0.116,0.128,0.16,0.227,0.218,APR,spring,113
1998APR24,24/4/98,1998,0.056,0.05,0.092,0.223,0.232,APR,spring,114
1998APR25,25/4/98,1998,0.068,0.176,0.144,0.248,0.198,APR,spring,115
1998APR26,26/4/98,1998,0.098,0.208,0.146,0.234,0.209,APR,spring,116
1998APR27,27/4/98,1998,0.053,0.031,0.01,0.309,0.264,APR,spring,117
1998APR28,28/4/98,1998,0.036,0.073,0.059,0.221,0.185,APR,spring,118
1998APR29,29/4/98,1998,0.076,0.07,0.048,0.104,0.09,APR,spring,119
1998APR30,30/4/98,1998,0.007,0.068,0.034,0.097,0.093,APR,spring,120
1998MAY01,1/5/98,1998,0.061,0.076,0.036,0.146,0.124,MAY,spring,121
1998MAY02,2/5/98,1998,0.044,0.048,0.019,0.11,0.086,MAY,spring,122
1998MAY03,3/5/98,1998,0.06,0.041,0.035,0.058,0.049,MAY,spring,123
1998MAY04,4/5/98,1998,0.061,0.051,0.062,0.082,0.069,MAY,spring,124
1998MAY05,5/5/98,1998,0.078,0.145,0.117,0.06,0.034,MAY,spring,125
1998MAY06,6/5/98,1998,0.045,0.048,0.031,0.049,0.031,MAY,spring,126
1998MAY07,7/5/98,1998,0.011,0.135,0.063,0.035,0.027,MAY,spring,127
1998MAY08,8/5/98,1998,0.019,0.165,0.117,0.07,0.051,MAY,spring,128
1998MAY09,9/5/98,1998,0.025,0.134,0.053,0.073,0.058,MAY,spring,129
1998MAY10,10/5/98,1998,0.011,0.158,0.056,0.054,0.038,MAY,spring,130
1998MAY11,11/5/98,1998,0.063,0.101,0.019,0.076,0.069,MAY,spring,131
1998MAY12,12/5/98,1998,0.084,0.149,0.084,0.126,0.129,MAY,spring,132
1998MAY13,13/5/98,1998,0.088,0.125,0.063,0.121,0.148,MAY,spring,133
1998MAY14,14/5/98,1998,0.101,0.159,0.105,0.143,0.181,MAY,spring,134
1998MAY15,15/5/98,1998,0.075,0.164,0.115,0.195,0.217,MAY,spring,135
1998MAY16,16/5/98,1998,0.069,0.11,0.078,0.158,0.151,MAY,spring,136
1998MAY17,17/5/98,1998,0.058,0.133,0.12,0.13,0.117,MAY,spring,137
1998MAY18,18/5/98,1998,0.047,0.051,0.058,0.057,0.051,MAY,spring,138
1998MAY19,19/5/98,1998,0.054,0.11,0.076,0.141,0.135,MAY,spring,139
1998MAY20,20/5/98,1998,0.101,0.027,0.035,0.172,0.144,MAY,spring,140
1998MAY21,21/5/98,1998,0.069,0.139,0.076,0.213,0.153,MAY,spring,141
1998MAY22,22/5/98,1998,0.053,0.054,0.041,0.203,0.148,MAY,spring,142
1998MAY23,23/5/98,1998,0.009,0.067,0.042,0.08,0.064,MAY,spring,143
1998MAY24,24/5/98,1998,0.09,0.133,0.083,0.093,0.063,MAY,spring,144
1998MAY25,25/5/98,1998,0.076,0.199,0.119,0.056,0.054,MAY,spring,145
1998MAY26,26/5/98,1998,0.048,0.087,0.05,0.069,0.043,MAY,spring,146
1998MAY27,27/5/98,1998,0.058,0.029,0.063,0.068,0.079,MAY,spring,147
1998MAY28,28/5/98,1998,0.046,0.021,0.042,0.064,0.075,MAY,spring,148
1998MAY29,29/5/98,1998,0.137,0.049,0.034,0.093,0.103,MAY,spring,149
1998MAY30,30/5/98,1998,0.013,0.07,0.034,0.169,0.179,MAY,spring,150
1998MAY31,31/5/98,1998,0.024,0.083,0.012,0.234,0.227,MAY,spring,151
1998JUN01,1/6/98,1998,0.033,0.038,0.029,0.147,0.142,JUN,summer,152
1998JUN02,2/6/98,1998,0.029,0.109,0.01,0.142,0.125,JUN,summer,153
1998JUN03,3/6/98,1998,0.032,0.177,0.06,0.142,0.123,JUN,summer,154
1998JUN04,4/6/98,1998,0.04,0.188,0.084,0.101,0.104,JUN,summer,155
1998JUN05,5/6/98,1998,0.035,0.156,0.098,0.078,0.075,JUN,summer,156
1998JUN06,6/6/98,1998,0.054,0.125,0.094,0.054,0.046,JUN,summer,157
1998JUN07,7/6/98,1998,0.014,0.07,0.017,0.037,0.029,JUN,summer,158
1998JUN08,8/6/98,1998,0.035,0.128,0.074,0.11,0.116,JUN,summer,159
1998JUN09,9/6/98,1998,0.011,0.092,0.032,0.114,0.114,JUN,summer,160
1998JUN10,10/6/98,1998,0.026,0.098,0.035,0.12,0.126,JUN,summer,161
1998JUN11,11/6/98,1998,0.062,0.083,0.028,0.166,0.164,JUN,summer,162
1998JUN12,12/6/98,1998,0.081,0.079,0.091,0.191,0.177,JUN,summer,163
1998JUN13,13/6/98,1998,0.04,0.082,0.024,0.187,0.164,JUN,summer,164
1998JUN14,14/6/98,1998,0.028,0.027,0.037,0.185,0.157,JUN,summer,165
1998JUN15,15/6/98,1998,0.033,0.082,0.074,0.232,0.209,JUN,summer,166
1998JUN16,16/6/98,1998,0.036,0.177,0.119,0.262,0.243,JUN,summer,167
1998JUN17,17/6/98,1998,0.047,0.173,0.117,0.218,0.182,JUN,summer,168
1998JUN18,18/6/98,1998,0.045,0.187,0.123,0.179,0.152,JUN,summer,169
1998JUN19,19/6/98,1998,0.073,0.186,0.138,0.175,0.156,JUN,summer,170
1998JUN20,20/6/98,1998,0.074,0.169,0.139,0.157,0.148,JUN,summer,171
1998JUN21,21/6/98,1998,0.04,0.136,0.121,0.134,0.146,JUN,summer,172
1998JUN22,22/6/98,1998,0.04,0.107,0.096,0.101,0.117,JUN,summer,173
1998JUN23,23/6/98,1998,0.043,0.133,0.143,0.175,0.165,JUN,summer,174
1998JUN24,24/6/98,1998,0.068,0.124,0.127,0.146,0.152,JUN,summer,175
1998JUN25,25/6/98,1998,0.056,0.134,0.141,0.138,0.144,JUN,summer,176
1998JUN26,26/6/98,1998,0.042,0.037,0.05,0.127,0.13,JUN,summer,177
1998JUN27,27/6/98,1998,0.023,0.03,0.068,0.078,0.087,JUN,summer,178
1998JUN28,28/6/98,1998,0.009,0.078,0.106,0.059,0.069,JUN,summer,179
1998JUN29,29/6/98,1998,0.02,0.08,0.109,0.031,0.061,JUN,summer,180
1998JUN30,30/6/98,1998,0.046,0.076,0.089,0.084,0.1,JUN,summer,181
1998JUL01,1/7/98,1998,0.065,0.026,0.037,0.039,0.064,JUL,summer,182
1998JUL02,2/7/98,1998,0.011,0.022,0.034,0.061,0.085,JUL,summer,183
1998JUL03,3/7/98,1998,0.023,0.086,0.079,0.044,0.063,JUL,summer,184
1998JUL04,4/7/98,1998,0.005,0.084,0.093,0.086,0.089,JUL,summer,185
1998JUL05,5/7/98,1998,0.014,0.053,0.058,0.126,0.158,JUL,summer,186
1998JUL06,6/7/98,1998,0.126,0.063,0.035,0.082,0.108,JUL,summer,187
1998JUL07,7/7/98,1998,0.05,0.087,0.076,0.076,0.099,JUL,summer,188
1998JUL08,8/7/98,1998,0.084,0.174,0.151,0.075,0.074,JUL,summer,189
1998JUL09,9/7/98,1998,0.058,0.232,0.197,0.074,0.073,JUL,summer,190
1998JUL10,10/7/98,1998,0.081,0.224,0.128,0.045,0.076,JUL,summer,191
1998JUL11,11/7/98,1998,0.101,0.15,0.095,0.096,0.088,JUL,summer,192
1998JUL12,12/7/98,1998,0.118,0.144,0.098,0.058,0.065,JUL,summer,193
1998JUL13,13/7/98,1998,0.046,0.159,0.088,0.107,0.084,JUL,summer,194
1998JUL14,14/7/98,1998,0.051,0.099,0.03,0.101,0.116,JUL,summer,195
1998JUL15,15/7/98,1998,0.038,0.029,0.07,0.084,0.103,JUL,summer,196
1998JUL16,16/7/98,1998,0.072,0.061,0.114,0.063,0.093,JUL,summer,197
1998JUL17,17/7/98,1998,0.069,0.022,0.052,0.102,0.122,JUL,summer,198
1998JUL18,18/7/98,1998,0.064,0.058,0.088,0.168,0.21,JUL,summer,199
1998JUL19,19/7/98,1998,0.079,0.053,0.084,0.127,0.183,JUL,summer,200
1998JUL20,20/7/98,1998,0.054,0.017,0.07,0.124,0.174,JUL,summer,201
1998JUL21,21/7/98,1998,0.04,0.092,0.074,0.137,0.173,JUL,summer,202
1998JUL22,22/7/98,1998,0.125,0.154,0.145,0.15,0.162,JUL,summer,203
1998JUL23,23/7/98,1998,0.121,0.116,0.121,0.125,0.143,JUL,summer,204
1998JUL24,24/7/98,1998,0.103,0.076,0.099,0.147,0.134,JUL,summer,205
1998JUL25,25/7/98,1998,0.093,0.071,0.089,0.222,0.204,JUL,summer,206
1998JUL26,26/7/98,1998,0.07,0.034,0.061,0.221,0.205,JUL,summer,207
1998JUL27,27/7/98,1998,0.086,0.094,0.104,0.221,0.225,JUL,summer,208
1998JUL28,28/7/98,1998,0.088,0.079,0.105,0.238,0.247,JUL,summer,209
1998JUL29,29/7/98,1998,0.098,0.091,0.117,0.234,0.234,JUL,summer,210
1998JUL30,30/7/98,1998,0.1,0.128,0.123,0.202,0.194,JUL,summer,211
1998JUL31,31/7/98,1998,0.081,0.09,0.127,0.143,0.156,JUL,summer,212
1998AUG01,1/8/98,1998,0.053,0.069,0.137,0.185,0.188,AUG,summer,213
1998AUG02,2/8/98,1998,0.041,0.042,0.083,0.221,0.223,AUG,summer,214
1998AUG03,3/8/98,1998,0.066,0.028,0.083,0.196,0.193,AUG,summer,215
1998AUG04,4/8/98,1998,0.091,0.014,0.063,0.17,0.156,AUG,summer,216
1998AUG05,5/8/98,1998,0.094,0.024,0.044,0.118,0.115,AUG,summer,217
1998AUG06,6/8/98,1998,0.079,0.025,0.075,0.125,0.13,AUG,summer,218
1998AUG07,7/8/98,1998,0.075,0.057,0.049,0.117,0.105,AUG,summer,219
1998AUG08,8/8/98,1998,0.115,0.118,0.134,0.11,0.103,AUG,summer,220
1998AUG09,9/8/98,1998,0.095,0.122,0.115,0.061,0.067,AUG,summer,221
1998AUG10,10/8/98,1998,0.087,0.15,0.12,0.078,0.084,AUG,summer,222
1998AUG11,11/8/98,1998,0.108,0.163,0.095,0.101,0.088,AUG,summer,223
1998AUG12,12/8/98,1998,0.081,0.168,0.092,0.079,0.083,AUG,summer,224
1998AUG13,13/8/98,1998,0.071,0.192,0.116,0.087,0.098,AUG,summer,225
1998AUG14,14/8/98,1998,0.069,0.175,0.111,0.125,0.156,AUG,summer,226
1998AUG15,15/8/98,1998,0.092,0.145,0.084,0.136,0.167,AUG,summer,227
1998AUG16,16/8/98,1998,0.077,0.168,0.133,0.125,0.14,AUG,summer,228
1998AUG17,17/8/98,1998,0.075,0.125,0.104,0.133,0.161,AUG,summer,229
1998AUG18,18/8/98,1998,0.098,0.102,0.12,0.129,0.14,AUG,summer,230
1998AUG19,19/8/98,1998,0.072,0.087,0.093,0.071,0.06,AUG,summer,231
1998AUG20,20/8/98,1998,0.127,0.159,0.171,0.093,0.084,AUG,summer,232
1998AUG21,21/8/98,1998,0.081,0.118,0.126,0.07,0.065,AUG,summer,233
1998AUG22,22/8/98,1998,0.071,0.117,0.122,0.124,0.137,AUG,summer,234
1998AUG23,23/8/98,1998,0.062,0.141,0.152,0.141,0.191,AUG,summer,235
1998AUG24,24/8/98,1998,0.116,0.097,0.081,0.139,0.188,AUG,summer,236
1998AUG25,25/8/98,1998,0.103,0.14,0.15,0.035,0.062,AUG,summer,237
1998AUG26,26/8/98,1998,0.119,0.137,0.162,0.06,0.062,AUG,summer,238
1998AUG27,27/8/98,1998,0.102,0.132,0.173,0.096,0.086,AUG,summer,239
1998AUG28,28/8/98,1998,0.108,0.155,0.197,0.088,0.066,AUG,summer,240
1998AUG29,29/8/98,1998,0.099,0.11,0.16,0.07,0.06,AUG,summer,241
1998AUG30,30/8/98,1998,0.076,0.083,0.139,0.066,0.066,AUG,summer,242
1998AUG31,31/8/98,1998,0.085,0.081,0.136,0.021,0.017,AUG,summer,243
1998SEP01,1/9/98,1998,0.106,0.113,0.147,0.087,0.085,SEP,fall,244
1998SEP02,2/9/98,1998,0.11,0.076,0.145,0.084,0.089,SEP,fall,245
1998SEP03,3/9/98,1998,0.097,0.062,0.127,0.091,0.116,SEP,fall,246
1998SEP04,4/9/98,1998,0.086,0.065,0.118,0.11,0.134,SEP,fall,247
1998SEP05,5/9/98,1998,0.064,0.035,0.117,0.129,0.153,SEP,fall,248
1998SEP06,6/9/98,1998,0.128,0.066,0.153,0.099,0.132,SEP,fall,249
1998SEP07,7/9/98,1998,0.123,0.097,0.15,0.077,0.094,SEP,fall,250
1998SEP08,8/9/98,1998,0.074,0.021,0.081,0.082,0.085,SEP,fall,251
1998SEP09,9/9/98,1998,0.035,0.026,0.077,0.131,0.145,SEP,fall,252
1998SEP10,10/9/98,1998,0.094,0.072,0.107,0.099,0.127,SEP,fall,253
1998SEP11,11/9/98,1998,0.078,0.041,0.118,0.056,0.083,SEP,fall,254
1998SEP12,12/9/98,1998,0.089,0.126,0.155,0.13,0.131,SEP,fall,255
1998SEP13,13/9/98,1998,0.134,0.149,0.169,0.138,0.119,SEP,fall,256
1998SEP14,14/9/98,1998,0.129,0.133,0.148,0.072,0.064,SEP,fall,257
1998SEP15,15/9/98,1998,0.074,0.112,0.145,0.048,0.06,SEP,fall,258
1998SEP16,16/9/98,1998,0.072,0.103,0.127,0.079,0.086,SEP,fall,259
1998SEP17,17/9/98,1998,0.06,0.084,0.13,0.112,0.122,SEP,fall,260
1998SEP18,18/9/98,1998,0.055,0.099,0.135,0.043,0.047,SEP,fall,261
1998SEP19,19/9/98,1998,0.049,0.053,0.094,0.07,0.083,SEP,fall,262
1998SEP20,20/9/98,1998,0.126,0.121,0.176,0.104,0.11,SEP,fall,263
1998SEP21,21/9/98,1998,0.056,0.107,0.154,0.097,0.108,SEP,fall,264
1998SEP22,22/9/98,1998,0.067,0.091,0.111,0.096,0.11,SEP,fall,265
1998SEP23,23/9/98,1998,0.049,0.072,0.117,0.068,0.087,SEP,fall,266
1998SEP24,24/9/98,1998,0.067,0.123,0.15,0.076,0.097,SEP,fall,267
1998SEP25,25/9/98,1998,0.104,0.125,0.131,0.075,0.107,SEP,fall,268
1998SEP26,26/9/98,1998,0.113,0.108,0.151,0.078,0.106,SEP,fall,269
1998SEP27,27/9/98,1998,0.1,0.069,0.117,0.055,0.067,SEP,fall,270
1998SEP28,28/9/98,1998,0.09,0.066,0.132,0.079,0.091,SEP,fall,271
1998SEP29,29/9/98,1998,0.071,0.094,0.124,0.129,0.13,SEP,fall,272
1998SEP30,30/9/98,1998,0.087,0.087,0.148,0.085,0.085,SEP,fall,273
1998OCT01,1/10/98,1998,0.095,0.136,0.165,0.132,0.131,OCT,fall,274
1998OCT02,2/10/98,1998,0.094,0.1,0.142,0.105,0.126,OCT,fall,275
1998OCT03,3/10/98,1998,0.08,0.1,0.156,0.087,0.114,OCT,fall,276
1998OCT04,4/10/98,1998,0.045,0.015,0.063,0.055,0.071,OCT,fall,277
1998OCT05,5/10/98,1998,0.045,0.015,0.072,0.087,0.095,OCT,fall,278
1998OCT06,6/10/98,1998,0.06,0.151,0.171,0.109,0.112,OCT,fall,279
1998OCT07,7/10/98,1998,0.064,0.113,0.147,0.049,0.057,OCT,fall,280
1998OCT08,8/10/98,1998,0.071,0.106,0.139,0.04,0.068,OCT,fall,281
1998OCT09,9/10/98,1998,0.104,0.112,0.144,0.111,0.123,OCT,fall,282
1998OCT10,10/10/98,1998,0.092,0.153,0.183,0.096,0.094,OCT,fall,283
1998OCT11,11/10/98,1998,0.053,0.124,0.133,0.027,0.044,OCT,fall,284
1998OCT12,12/10/98,1998,0.083,0.157,0.149,0.027,0.012,OCT,fall,285
1998OCT13,13/10/98,1998,0.041,0.127,0.165,0.033,0.025,OCT,fall,286
1998OCT14,14/10/98,1998,0.116,0.095,0.024,0.042,0.053,OCT,fall,287
1998OCT15,15/10/98,1998,0.157,0.186,0.178,0.098,0.122,OCT,fall,288
1998OCT16,16/10/98,1998,0.066,0.124,0.12,0.016,0.012,OCT,fall,289
1998OCT17,17/10/98,1998,0.012,0.106,0.117,0.052,0.018,OCT,fall,290
1998OCT18,18/10/98,1998,0.022,0.11,0.131,0.037,0.068,OCT,fall,291
1998OCT19,19/10/98,1998,0.03,0.111,0.127,0.041,0.044,OCT,fall,292
1998OCT20,20/10/98,1998,0.054,0.065,0.1,0.023,0.023,OCT,fall,293
1998OCT21,21/10/98,1998,0.046,0.048,0.076,0.047,0.033,OCT,fall,294
