Time,date,Year,Delma,RasGhanada,Saadiyat,AlAqah,Dibba,month,season,yearday
1996MAR24,24/3/96,1996,88.757,92.718,92.516,88.459,88.589,MAR,spring,84
1996MAR25,25/3/96,1996,88.42,92.584,92.232,88.682,88.786,MAR,spring,85
1996MAR26,26/3/96,1996,92.923,92.594,92.279,88.37,88.418,MAR,spring,86
1996MAR27,27/3/96,1996,90.814,92.655,92.356,88.642,88.818,MAR,spring,87
1996MAR28,28/3/96,1996,89.389,90.28,90.159,89.387,89.271,MAR,spring,88
1996MAR29,29/3/96,1996,89.769,90.406,90.854,89.088,89.033,MAR,spring,89
1996MAR30,30/3/96,1996,89.983,89.491,89.712,88.858,88.751,MAR,spring,90
1996MAR31,31/3/96,1996,89.306,89.18,89.819,88.749,88.734,MAR,spring,91
1996APR01,1/4/96,1996,89.235,87.595,89.825,89.058,89.365,APR,spring,92
1996APR02,2/4/96,1996,89.147,87.186,89.339,90.579,90.654,APR,spring,93
1996APR03,3/4/96,1996,88.529,86.936,93.027,89.28,89.167,APR,spring,94
1996APR04,4/4/96,1996,90.885,92.963,91.571,89.265,89.366,APR,spring,95
1996APR05,5/4/96,1996,89.148,89.809,90.043,90.398,90.043,APR,spring,96
1996APR06,6/4/96,1996,90.284,89.502,89.751,88.719,88.714,APR,spring,97
1996APR07,7/4/96,1996,88.993,89.9,89.892,88.508,88.498,APR,spring,98
1996APR08,8/4/96,1996,88.225,92.572,92.436,88.619,88.59,APR,spring,99
1996APR09,9/4/96,1996,87.856,92.762,92.473,88.649,88.574,APR,spring,100
1996APR10,10/4/96,1996,88.688,92.99,92.467,88.612,88.547,APR,spring,101
1996APR11,11/4/96,1996,90.17,92.595,91.943,88.909,88.901,APR,spring,102
1996APR12,12/4/96,1996,90.588,89.796,89.686,88.915,89.032,APR,spring,103
1996APR13,13/4/96,1996,87.495,92.924,92.572,88.537,88.562,APR,spring,104
1996APR14,14/4/96,1996,91.436,86.864,92.686,88.556,88.582,APR,spring,105
1996APR15,15/4/96,1996,89.025,88.663,89.419,88.645,88.61,APR,spring,106
1996APR16,16/4/96,1996,89.778,87.66,89.557,88.559,88.525,APR,spring,107
1996APR17,17/4/96,1996,89.797,89.195,89.512,91.61,91.711,APR,spring,108
1996APR18,18/4/96,1996,88.99,89.322,89.533,90.927,91.249,APR,spring,109
1996APR19,19/4/96,1996,87.955,92.873,92.757,89.294,89.336,APR,spring,110
1996APR20,20/4/96,1996,87.68,92.961,92.176,89.056,89.165,APR,spring,111
1996APR21,21/4/96,1996,87.533,92.904,92.266,89.767,90.21,APR,spring,112
1996APR22,22/4/96,1996,88.049,92.988,92.279,89.493,89.734,APR,spring,113
1996APR23,23/4/96,1996,88.496,93.077,92.257,89.568,89.888,APR,spring,114
1996APR24,24/4/96,1996,87.226,92.752,92.356,89.843,90.159,APR,spring,115
1996APR25,25/4/96,1996,88.18,92.495,91.651,89.951,90.262,APR,spring,116
1996APR26,26/4/96,1996,90.927,90.175,90.155,90.676,90.813,APR,spring,117
1996APR27,27/4/96,1996,90.309,89.708,89.985,89.797,89.528,APR,spring,118
1996APR28,28/4/96,1996,89.941,89.605,89.81,89.271,89.175,APR,spring,119
1996APR29,29/4/96,1996,89.842,89.605,89.807,88.991,88.953,APR,spring,120
1996APR30,30/4/96,1996,90.329,89.519,89.774,88.898,89.094,APR,spring,121
1996MAY01,1/5/96,1996,90.697,89.481,89.763,89.254,89.767,MAY,spring,122
1996MAY02,2/5/96,1996,88.948,89.457,89.546,90.376,90.659,MAY,spring,123
1996MAY03,3/5/96,1996,88.346,89.849,89.775,91.33,91.358,MAY,spring,124
1996MAY04,4/5/96,1996,87.074,92.682,92.506,90.039,90,MAY,spring,125
1996MAY05,5/5/96,1996,87.18,92.53,92.221,89.424,89.397,MAY,spring,126
1996MAY06,6/5/96,1996,87.628,92.57,92.447,89.006,88.731,MAY,spring,127
1996MAY07,7/5/96,1996,87.378,92.665,92.575,88.576,88.525,MAY,spring,128
1996MAY08,8/5/96,1996,87.314,92.594,92.545,88.45,88.447,MAY,spring,129
1996MAY09,9/5/96,1996,87.829,92.793,92.717,88.438,88.498,MAY,spring,130
1996MAY10,10/5/96,1996,87.847,92.897,92.713,88.497,88.551,MAY,spring,131
1996MAY11,11/5/96,1996,88.122,89.145,89.55,88.507,88.562,MAY,spring,132
1996MAY12,12/5/96,1996,88.121,87.036,92.755,88.558,88.597,MAY,spring,133
1996MAY13,13/5/96,1996,88.142,92.187,92.234,88.542,88.627,MAY,spring,134
1996MAY14,14/5/96,1996,92.959,92.411,92.583,88.622,88.757,MAY,spring,135
1996MAY15,15/5/96,1996,88.62,89.569,89.577,88.252,88.184,MAY,spring,136
1996MAY16,16/5/96,1996,87.564,89.367,89.371,88.52,88.616,MAY,spring,137
1996MAY17,17/5/96,1996,87.253,92.65,92.807,88.771,89.02,MAY,spring,138
1996MAY18,18/5/96,1996,87.175,92.611,92.61,89.116,89.568,MAY,spring,139
1996MAY19,19/5/96,1996,87.931,92.772,92.686,89.272,89.698,MAY,spring,140
1996MAY20,20/5/96,1996,88.146,93.098,92.622,88.925,89.305,MAY,spring,141
1996MAY21,21/5/96,1996,88.461,89.686,91.571,89.536,90.896,MAY,spring,142
1996MAY22,22/5/96,1996,88.554,90.712,92.191,90.814,91.243,MAY,spring,143
1996MAY23,23/5/96,1996,88.609,90.735,91.801,91.144,91.141,MAY,spring,144
1996MAY24,24/5/96,1996,88.158,90.165,92.828,90.983,91.072,MAY,spring,145
1996MAY25,25/5/96,1996,87.966,92.182,92.599,90.481,90.756,MAY,spring,146
1996MAY26,26/5/96,1996,88.297,91.381,92.495,90.545,90.741,MAY,spring,147
1996MAY27,27/5/96,1996,86.912,92.082,92.625,89.564,90.42,MAY,spring,148
1996MAY28,28/5/96,1996,87.701,92.312,92.548,90.618,91.239,MAY,spring,149
1996MAY29,29/5/96,1996,87.586,92.85,92.81,90.785,91.305,MAY,spring,150
1996MAY30,30/5/96,1996,88.198,88.627,87.322,90.272,90.983,MAY,spring,151
1996MAY31,31/5/96,1996,90.464,89.431,89.731,89.736,90.354,MAY,spring,152
1996JUN01,1/6/96,1996,88.562,89.049,92.011,88.923,88.94,JUN,summer,153
1996JUN02,2/6/96,1996,87.752,92.74,92.858,89.048,89.115,JUN,summer,154
1996JUN03,3/6/96,1996,87.9,92.538,92.976,89.197,89.366,JUN,summer,155
1996JUN04,4/6/96,1996,87.789,92.492,92.98,88.954,89.092,JUN,summer,156
1996JUN05,5/6/96,1996,87.966,91.905,92.707,89.425,89.705,JUN,summer,157
1996JUN06,6/6/96,1996,90.83,89.587,89.405,89.766,89.906,JUN,summer,158
1996JUN07,7/6/96,1996,90.316,89.548,89.722,89.219,89.177,JUN,summer,159
1996JUN08,8/6/96,1996,89.752,89.579,89.855,88.806,88.819,JUN,summer,160
1996JUN09,9/6/96,1996,89.055,88.7,88.107,88.747,88.782,JUN,summer,161
1996JUN10,10/6/96,1996,87.694,87.372,92.665,88.799,88.845,JUN,summer,162
1996JUN11,11/6/96,1996,92.649,92.858,92.608,88.609,88.632,JUN,summer,163
1996JUN12,12/6/96,1996,87.159,92.611,92.459,88.195,88.222,JUN,summer,164
1996JUN13,13/6/96,1996,87.336,92.872,90.833,88.755,89.198,JUN,summer,165
1996JUN14,14/6/96,1996,87.738,92.701,92.551,89.036,89.049,JUN,summer,166
1996JUN15,15/6/96,1996,92.944,92.597,92.546,88.982,88.989,JUN,summer,167
1996JUN16,16/6/96,1996,88.024,92.652,92.396,88.954,89.015,JUN,summer,168
1996JUN17,17/6/96,1996,87.619,92.731,92.691,88.724,88.765,JUN,summer,169
1996JUN18,18/6/96,1996,87.366,92.904,92.368,88.556,88.601,JUN,summer,170
1996JUN19,19/6/96,1996,87.383,92.985,92.678,88.619,88.673,JUN,summer,171
1996JUN20,20/6/96,1996,89.876,89.527,89.76,88.827,88.915,JUN,summer,172
1996JUN21,21/6/96,1996,89.667,89.243,89.666,88.833,88.893,JUN,summer,173
1996JUN22,22/6/96,1996,89.867,88.142,92.483,88.721,88.764,JUN,summer,174
1996JUN23,23/6/96,1996,89.914,89.452,89.737,88.711,88.794,JUN,summer,175
1996JUN24,24/6/96,1996,90.392,89.499,89.813,88.631,88.75,JUN,summer,176
1996JUN25,25/6/96,1996,89.964,89.649,89.866,88.749,88.901,JUN,summer,177
1996JUN26,26/6/96,1996,88.725,90.016,92.967,88.92,89.16,JUN,summer,178
1996JUN27,27/6/96,1996,87.191,92.312,92.842,88.667,88.796,JUN,summer,179
1996JUN28,28/6/96,1996,87.17,92.369,92.649,88.552,88.635,JUN,summer,180
1996JUN29,29/6/96,1996,87.422,92.465,92.774,88.681,88.827,JUN,summer,181
1996JUN30,30/6/96,1996,87.292,92.496,92.717,88.533,88.647,JUN,summer,182
1996JUL01,1/7/96,1996,86.939,92.537,92.721,88.389,88.511,JUL,summer,183
1996JUL02,2/7/96,1996,87.172,92.532,92.662,88.408,88.513,JUL,summer,184
1996JUL03,3/7/96,1996,87.322,92.513,92.54,88.599,88.748,JUL,summer,185
1996JUL04,4/7/96,1996,93.123,92.556,92.571,88.458,88.693,JUL,summer,186
1996JUL05,5/7/96,1996,87.195,92.955,92.813,88.492,88.547,JUL,summer,187
1996JUL06,6/7/96,1996,87.924,92.761,92.779,88.631,88.652,JUL,summer,188
1996JUL07,7/7/96,1996,87.555,92.759,92.705,88.578,88.615,JUL,summer,189
1996JUL08,8/7/96,1996,87.852,92.734,92.789,88.594,88.624,JUL,summer,190
1996JUL09,9/7/96,1996,87.537,92.696,92.75,88.699,88.758,JUL,summer,191
1996JUL10,10/7/96,1996,87.272,92.641,92.863,88.701,88.759,JUL,summer,192
1996JUL11,11/7/96,1996,87.644,92.548,92.974,88.643,88.754,JUL,summer,193
1996JUL12,12/7/96,1996,92.659,92.469,93.08,88.556,88.662,JUL,summer,194
1996JUL13,13/7/96,1996,88.68,89.717,89.347,88.616,88.742,JUL,summer,195
1996JUL14,14/7/96,1996,88.677,89.512,89.152,88.664,88.724,JUL,summer,196
1996JUL15,15/7/96,1996,93.005,87.18,87.612,88.619,88.718,JUL,summer,197
1996JUL16,16/7/96,1996,87.169,87.09,88.385,88.51,88.602,JUL,summer,198
1996JUL17,17/7/96,1996,87.909,92.613,92.795,88.594,88.661,JUL,summer,199
1996JUL18,18/7/96,1996,86.978,92.543,92.715,88.702,88.912,JUL,summer,200
1996JUL19,19/7/96,1996,92.476,92.482,92.675,88.988,89.054,JUL,summer,201
1996JUL20,20/7/96,1996,92.573,92.42,92.894,88.918,89.083,JUL,summer,202
1996JUL21,21/7/96,1996,93.002,92.611,92.96,88.73,88.846,JUL,summer,203
1996JUL22,22/7/96,1996,86.899,92.434,92.799,88.722,88.78,JUL,summer,204
1996JUL23,23/7/96,1996,93.019,92.447,92.9,88.709,88.829,JUL,summer,205
1996JUL24,24/7/96,1996,92.919,92.473,92.974,88.705,88.783,JUL,summer,206
1996JUL25,25/7/96,1996,93.056,92.331,92.882,88.646,88.683,JUL,summer,207
1996JUL26,26/7/96,1996,87.505,92.476,92.848,88.621,88.702,JUL,summer,208
1996JUL27,27/7/96,1996,87.004,92.525,93.006,88.577,88.659,JUL,summer,209
1996JUL28,28/7/96,1996,87.227,92.622,93.006,88.594,88.653,JUL,summer,210
1996JUL29,29/7/96,1996,86.958,92.598,93.094,88.695,88.692,JUL,summer,211
1996JUL30,30/7/96,1996,86.952,89.467,87.185,88.896,88.872,JUL,summer,212
1996JUL31,31/7/96,1996,87.786,90.927,92.944,88.761,88.751,JUL,summer,213
1996AUG01,1/8/96,1996,87.511,89.807,87.013,89.492,89.431,AUG,summer,214
1996AUG02,2/8/96,1996,92.874,92.356,93.042,89.368,89.19,AUG,summer,215
1996AUG03,3/8/96,1996,92.653,92.661,93.099,89.253,89.075,AUG,summer,216
1996AUG04,4/8/96,1996,88.751,92.678,86.858,88.66,88.654,AUG,summer,217
1996AUG05,5/8/96,1996,87.148,93.023,87.06,88.528,88.598,AUG,summer,218
1996AUG06,6/8/96,1996,87.277,92.699,93.067,88.854,88.915,AUG,summer,219
1996AUG07,7/8/96,1996,92.966,92.727,87.246,88.927,88.934,AUG,summer,220
1996AUG08,8/8/96,1996,87.194,92.669,87.175,88.63,88.643,AUG,summer,221
1996AUG09,9/8/96,1996,87.446,89.124,87.957,88.711,88.722,AUG,summer,222
1996AUG10,10/8/96,1996,87.476,92.802,87.316,88.736,88.779,AUG,summer,223
1996AUG11,11/8/96,1996,93.108,92.803,87.239,88.609,88.732,AUG,summer,224
1996AUG12,12/8/96,1996,87.469,92.742,86.973,88.716,88.756,AUG,summer,225
1996AUG13,13/8/96,1996,87.127,92.706,87.02,89.19,89.171,AUG,summer,226
1996AUG14,14/8/96,1996,93.094,92.892,87.123,89.243,89.148,AUG,summer,227
1996AUG15,15/8/96,1996,86.919,92.614,92.845,89.035,88.975,AUG,summer,228
1996AUG16,16/8/96,1996,87.218,92.723,92.759,88.77,88.704,AUG,summer,229
1996AUG17,17/8/96,1996,87.513,93.113,86.96,88.595,88.57,AUG,summer,230
1996AUG18,18/8/96,1996,87.284,93.027,86.87,88.657,88.735,AUG,summer,231
1996AUG19,19/8/96,1996,87.335,92.583,92.717,88.866,88.923,AUG,summer,232
1996AUG20,20/8/96,1996,87.419,92.59,92.66,88.835,88.986,AUG,summer,233
1996AUG21,21/8/96,1996,86.876,92.648,92.703,88.78,88.782,AUG,summer,234
1996AUG22,22/8/96,1996,87.113,92.9,93.084,88.724,88.763,AUG,summer,235
1996AUG23,23/8/96,1996,87.27,92.822,93.002,88.647,88.693,AUG,summer,236
1996AUG24,24/8/96,1996,92.942,92.835,93.029,88.533,88.585,AUG,summer,237
1996AUG25,25/8/96,1996,92.856,92.592,92.99,88.435,88.517,AUG,summer,238
1996AUG26,26/8/96,1996,86.954,92.698,92.925,88.449,88.475,AUG,summer,239
1996AUG27,27/8/96,1996,87.249,92.642,92.933,88.711,88.725,AUG,summer,240
1996AUG28,28/8/96,1996,87.185,92.58,92.862,88.859,88.972,AUG,summer,241
1996AUG29,29/8/96,1996,86.992,92.631,92.93,88.852,89.017,AUG,summer,242
1996AUG30,30/8/96,1996,92.925,92.491,92.923,90.412,90.731,AUG,summer,243
1996AUG31,31/8/96,1996,86.885,92.636,92.837,88.884,89.14,AUG,summer,244
1996SEP01,1/9/96,1996,86.858,92.522,92.8,88.728,88.965,SEP,fall,245
1996SEP02,2/9/96,1996,93.097,92.583,92.835,88.941,89.029,SEP,fall,246
1996SEP03,3/9/96,1996,87.062,92.512,92.695,89.13,89.215,SEP,fall,247
1996SEP04,4/9/96,1996,93.062,92.597,92.815,89.017,89.084,SEP,fall,248
1996SEP05,5/9/96,1996,87.084,92.609,92.813,88.918,88.97,SEP,fall,249
1996SEP06,6/9/96,1996,92.958,92.732,92.824,88.691,88.739,SEP,fall,250
1996SEP07,7/9/96,1996,89.118,89.412,92.958,88.57,88.653,SEP,fall,251
1996SEP08,8/9/96,1996,93.089,90.322,92.731,88.538,88.59,SEP,fall,252
1996SEP09,9/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,253
1996SEP10,10/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,254
1996SEP11,11/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,255
1996SEP12,12/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,256
1996SEP13,13/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,257
1996SEP14,14/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,258
1996SEP15,15/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,259
1996SEP16,16/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,260
1996SEP17,17/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,261
1996SEP18,18/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,262
1996SEP19,19/9/96,1996,89.283,89.353,87.303,90.018,90.08,SEP,fall,263
1996SEP20,20/9/96,1996,89.531,89.715,89.83,89.359,89.544,SEP,fall,264
1996SEP21,21/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,265
1996SEP22,22/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,266
1996SEP23,23/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,267
1996SEP24,24/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,268
1996SEP25,25/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,269
1996SEP26,26/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,270
1996SEP27,27/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,271
1996SEP28,28/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,272
1996SEP29,29/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,273
1996SEP30,30/9/96,1996,NaN,NaN,NaN,NaN,NaN,SEP,fall,274
1996OCT01,1/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,275
1996OCT02,2/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,276
1996OCT03,3/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,277
1996OCT04,4/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,278
1996OCT05,5/10/96,1996,91.866,86.985,92.699,88.615,88.781,OCT,fall,279
1996OCT06,6/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,280
1996OCT07,7/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,281
1996OCT08,8/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,282
1996OCT09,9/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,283
1996OCT10,10/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,284
1996OCT11,11/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,285
1996OCT12,12/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,286
1996OCT13,13/10/96,1996,NaN,NaN,NaN,NaN,NaN,OCT,fall,287
1996OCT14,14/10/96,1996,87.507,92.727,92.736,88.744,88.788,OCT,fall,288
1996OCT15,15/10/96,1996,87.789,92.991,92.82,88.796,88.772,OCT,fall,289
1996OCT16,16/10/96,1996,87.125,93.05,92.976,92.498,88.206,OCT,fall,290
1996OCT17,17/10/96,1996,88.526,92.849,92.703,88.232,88.409,OCT,fall,291
1996OCT18,18/10/96,1996,89.552,89.215,89.481,88.845,88.866,OCT,fall,292
1996OCT19,19/10/96,1996,89.869,89.452,89.603,89.745,89.387,OCT,fall,293
1996OCT20,20/10/96,1996,90.715,89.205,89.595,88.517,88.574,OCT,fall,294
1996OCT21,21/10/96,1996,88.988,92.709,92.571,88.454,88.526,OCT,fall,295
1996OCT22,22/10/96,1996,87.201,92.675,92.57,88.429,88.665,OCT,fall,296
1996OCT23,23/10/96,1996,89.38,92.708,92.651,88.508,88.603,OCT,fall,297
1996OCT24,24/10/96,1996,89.433,92.805,92.669,88.492,88.625,OCT,fall,298
1996OCT25,25/10/96,1996,89.394,92.894,92.786,88.62,88.78,OCT,fall,299
1996OCT26,26/10/96,1996,89.305,92.842,92.841,88.554,88.893,OCT,fall,300
1996OCT27,27/10/96,1996,89.073,93.048,86.902,88.45,88.644,OCT,fall,301
1996OCT28,28/10/96,1996,90.121,86.908,87.08,88.439,88.503,OCT,fall,302
1996OCT29,29/10/96,1996,90.137,88.578,88.893,88.479,88.522,OCT,fall,303
1996OCT30,30/10/96,1996,89.215,87.148,93.031,88.674,88.597,OCT,fall,304
1996OCT31,31/10/96,1996,89.737,89.184,90.322,88.925,88.81,OCT,fall,305
1996NOV01,1/11/96,1996,89.894,89.578,89.81,88.847,88.615,NOV,fall,306
1996NOV02,2/11/96,1996,90.159,89.38,89.683,88.583,88.635,NOV,fall,307
1996NOV03,3/11/96,1996,89.928,89.467,89.733,88.559,88.661,NOV,fall,308
1996NOV04,4/11/96,1996,89.407,89.526,89.255,88.312,88.582,NOV,fall,309
1996NOV05,5/11/96,1996,89.987,89.645,89.464,88.532,88.666,NOV,fall,310
1996NOV06,6/11/96,1996,89.692,89.683,89.353,88.511,88.602,NOV,fall,311
1996NOV07,7/11/96,1996,89.348,91.732,88.174,88.498,88.577,NOV,fall,312
1996NOV08,8/11/96,1996,89.025,92.559,92.941,88.496,88.602,NOV,fall,313
1996NOV09,9/11/96,1996,90.802,91.703,89.889,88.616,88.738,NOV,fall,314
1996NOV10,10/11/96,1996,89.705,89.776,89.95,88.826,88.952,NOV,fall,315
1996NOV11,11/11/96,1996,90.252,89.547,89.746,88.552,88.667,NOV,fall,316
1996NOV12,12/11/96,1996,90.153,89.467,89.712,88.573,88.735,NOV,fall,317
1996NOV13,13/11/96,1996,89.215,89.52,89.71,90.588,90.96,NOV,fall,318
1996NOV14,14/11/96,1996,88.981,93.077,87.019,88.443,88.559,NOV,fall,319
1996NOV15,15/11/96,1996,87.841,92.626,92.617,88.551,88.74,NOV,fall,320
1996NOV16,16/11/96,1996,87.53,92.642,92.731,91.494,90.278,NOV,fall,321
1996NOV17,17/11/96,1996,90.412,92.547,92.654,88.893,89.38,NOV,fall,322
1996NOV18,18/11/96,1996,91.232,92.584,92.64,88.714,88.952,NOV,fall,323
1996NOV19,19/11/96,1996,92.95,92.688,92.712,88.522,88.672,NOV,fall,324
1996NOV20,20/11/96,1996,87.868,92.577,92.526,88.474,88.946,NOV,fall,325
1996NOV21,21/11/96,1996,88.365,92.65,92.832,88.501,89.433,NOV,fall,326
1996NOV22,22/11/96,1996,89.938,92.609,92.729,88.574,88.825,NOV,fall,327
1996NOV23,23/11/96,1996,90.552,92.5,92.875,88.555,88.808,NOV,fall,328
1996NOV24,24/11/96,1996,90.232,90.629,89.683,88.642,88.832,NOV,fall,329
1996NOV25,25/11/96,1996,89.924,89.608,89.716,88.757,89.251,NOV,fall,330
1996NOV26,26/11/96,1996,89.843,89.497,89.634,88.628,88.89,NOV,fall,331
1996NOV27,27/11/96,1996,89.693,87.355,89.491,88.676,88.959,NOV,fall,332
1996NOV28,28/11/96,1996,89.761,87.042,89.603,88.758,89.152,NOV,fall,333
1996NOV29,29/11/96,1996,90.709,89.495,89.712,88.92,89.266,NOV,fall,334
1996NOV30,30/11/96,1996,90.034,89.536,89.801,88.845,89.255,NOV,fall,335
1996DEC01,1/12/96,1996,89.909,89.432,89.765,88.605,88.977,DEC,winter,336
1996DEC02,2/12/96,1996,90.396,89.7,89.815,88.636,89.04,DEC,winter,337
1996DEC03,3/12/96,1996,90.059,92.761,90.025,88.628,88.945,DEC,winter,338
1996DEC04,4/12/96,1996,93.124,92.624,92.377,88.745,89.225,DEC,winter,339
1996DEC05,5/12/96,1996,92.583,92.549,92.522,89.13,90.029,DEC,winter,340
1996DEC06,6/12/96,1996,88.751,92.585,92.44,89.762,91.201,DEC,winter,341
1996DEC07,7/12/96,1996,88.847,92.831,92.356,88.812,88.458,DEC,winter,342
1996DEC08,8/12/96,1996,88.916,92.713,92.009,88.738,88.06,DEC,winter,343
1996DEC09,9/12/96,1996,88.946,92.869,91.362,89.073,87.479,DEC,winter,344
1996DEC10,10/12/96,1996,89.389,93.005,90.58,88.202,87.847,DEC,winter,345
1996DEC11,11/12/96,1996,89.699,87.285,90.4,87.18,88.222,DEC,winter,346
1996DEC12,12/12/96,1996,90.794,92.622,90.602,91.442,91.292,DEC,winter,347
1996DEC13,13/12/96,1996,89.916,89.467,89.678,88.09,88.336,DEC,winter,348
1996DEC14,14/12/96,1996,89.568,89.509,89.648,88.374,88.578,DEC,winter,349
1996DEC15,15/12/96,1996,91.373,90.395,89.548,88.408,88.64,DEC,winter,350
1996DEC16,16/12/96,1996,89.956,89.679,89.744,88.514,88.708,DEC,winter,351
1996DEC17,17/12/96,1996,89.869,89.461,89.772,88.485,88.663,DEC,winter,352
1996DEC18,18/12/96,1996,89.609,89.578,89.882,88.404,88.584,DEC,winter,353
1996DEC19,19/12/96,1996,90.286,87.871,90.298,88.313,88.506,DEC,winter,354
1996DEC20,20/12/96,1996,90.464,88.866,90.307,88.385,88.544,DEC,winter,355
1996DEC21,21/12/96,1996,90.288,88.834,90.351,88.44,88.587,DEC,winter,356
1996DEC22,22/12/96,1996,89.073,90.071,90.15,88.458,88.555,DEC,winter,357
1996DEC23,23/12/96,1996,88.829,89.013,89.102,88.472,88.571,DEC,winter,358
1996DEC24,24/12/96,1996,90.73,90.637,89.803,88.562,88.728,DEC,winter,359
1996DEC25,25/12/96,1996,89.789,89.699,89.802,88.682,88.857,DEC,winter,360
1996DEC26,26/12/96,1996,90,89.667,89.845,88.728,88.798,DEC,winter,361
1996DEC27,27/12/96,1996,89.654,89.487,89.743,88.649,88.944,DEC,winter,362
1996DEC28,28/12/96,1996,89.215,92.78,91.831,90.567,91.23,DEC,winter,363
1996DEC29,29/12/96,1996,88.799,92.714,92.012,91.423,91.973,DEC,winter,364
1996DEC30,30/12/96,1996,89.898,92.81,90.38,91.76,92.005,DEC,winter,365
1996DEC31,31/12/96,1996,NaN,NaN,NaN,NaN,NaN,DEC,winter,366
1997JAN01,1/1/97,1997,90.588,89.563,89.73,87.116,87.846,JAN,winter,1
1997JAN02,2/1/97,1997,90.634,90.054,89.779,88.379,88.248,JAN,winter,2
1997JAN03,3/1/97,1997,91.622,90.068,89.753,88.563,88.395,JAN,winter,3
1997JAN04,4/1/97,1997,90.213,89.677,89.754,88.655,88.578,JAN,winter,4
1997JAN05,5/1/97,1997,90.473,89.499,89.803,88.65,88.691,JAN,winter,5
1997JAN06,6/1/97,1997,90.231,89.543,89.842,88.53,88.587,JAN,winter,6
1997JAN07,7/1/97,1997,90.478,89.517,89.745,88.583,88.597,JAN,winter,7
1997JAN08,8/1/97,1997,91.406,92.034,89.453,88.493,88.549,JAN,winter,8
1997JAN09,9/1/97,1997,92.159,86.949,90.117,88.523,88.525,JAN,winter,9
1997JAN10,10/1/97,1997,91.633,92.799,89.755,88.53,88.559,JAN,winter,10
1997JAN11,11/1/97,1997,92.026,92.564,90.451,88.572,88.611,JAN,winter,11
1997JAN12,12/1/97,1997,91.695,92.45,90.043,88.573,88.691,JAN,winter,12
1997JAN13,13/1/97,1997,91.448,90.261,89.612,88.552,88.662,JAN,winter,13
1997JAN14,14/1/97,1997,91.878,90.363,89.616,88.561,88.689,JAN,winter,14
1997JAN15,15/1/97,1997,91.938,91.742,89.412,88.539,88.651,JAN,winter,15
1997JAN16,16/1/97,1997,88.528,87.269,89.412,88.55,88.587,JAN,winter,16
1997JAN17,17/1/97,1997,88.582,88.091,88.489,88.55,88.587,JAN,winter,17
1997JAN18,18/1/97,1997,90.038,89.79,89.949,90.044,90.052,JAN,winter,18
1997JAN19,19/1/97,1997,90.277,89.702,89.915,88.504,87.543,JAN,winter,19
1997JAN20,20/1/97,1997,91.077,87.939,90.013,88.558,88.247,JAN,winter,20
1997JAN21,21/1/97,1997,91.681,92.969,91.736,91.475,91.916,JAN,winter,21
1997JAN22,22/1/97,1997,89.859,89.397,89.635,91.736,91.849,JAN,winter,22
1997JAN23,23/1/97,1997,89.966,90.073,89.77,91.429,91.951,JAN,winter,23
1997JAN24,24/1/97,1997,88.637,92.635,92.097,88.429,88.476,JAN,winter,24
1997JAN25,25/1/97,1997,87.449,92.531,91.624,88.509,88.337,JAN,winter,25
1997JAN26,26/1/97,1997,90.529,89.685,89.845,89.881,89.667,JAN,winter,26
1997JAN27,27/1/97,1997,90.643,89.638,89.749,92.697,92.309,JAN,winter,27
1997JAN28,28/1/97,1997,92.476,90.785,89.906,88.582,88.518,JAN,winter,28
